Stratum,DATASOURCE,STATIONID,STATIONNAME,UNIQUEID
354,WIN_21FLSCCF,SCL72,Hollys Pond,WIN_21FLSCCF : SCL72
354,STORET_21FLSCCF,SCL65,Wetlands Lake,STORET_21FLSCCF : SCL65
354,STORET_21FLSCCF,SCL67,Pond,STORET_21FLSCCF : SCL67
354,STORET_21FLSCCF,SCL68,Pond,STORET_21FLSCCF : SCL68
354,STORET_21FLSCCF,SCL69,Sanctuary Lake 4,STORET_21FLSCCF : SCL69
354,STORET_21FLSCCF,SCL72,Holly's Pond,STORET_21FLSCCF : SCL72
354,WIN_21FLSBL,SAN-WQ-1,2092F-Dinkins_Bayou_Pine_Tree_Dr-Estuary,WIN_21FLSBL : SAN-WQ-1
354,WIN_21FLFTM,G2SD0042,Bridge Sanibel-Captiva,WIN_21FLFTM : G2SD0042
354,WIN_21FLSCCF,NWR08,Ding Darling NWR Estuary,WIN_21FLSCCF : NWR08
353,STORET_CHNEPPIS,353,353,STORET_CHNEPPIS : 353
353,LEE_WQ,353,PINE ISLAND SOUND,LEE_WQ : 353
353,NOAA_CO_OPS,8725383,Captiva Island (outside),NOAA_CO_OPS : 8725383
353,WIN_21FLSCCF,SCL70,Blue Crab Lake,WIN_21FLSCCF : SCL70
353,STORET_21FLSCCF,SCL70,Blue Crab Lake,STORET_21FLSCCF : SCL70
353,WIN_21FLSBL,BLIND PASS 1-I,"Blind Pass 1 Inside, Northside of channel",WIN_21FLSBL : BLIND PASS 1-I
353,WIN_21FLSBL,BLIND PASS 2-I,"Blind Pass 2 Inside, Dock at 2551 Coconut Drive",WIN_21FLSBL : BLIND PASS 2-I
353,WIN_21FLSBL,BLIND PASS 2-O,"Blind Pass 2 Outside, Gulf of Mexico, collected off jetty",WIN_21FLSBL : BLIND PASS 2-O
353,WIN_21FLSBL,DINKINS BAYOU 1,"Dinkins Bayou 1, collected at 6192 Henderson Road",WIN_21FLSBL : DINKINS BAYOU 1
611,LEE_WQ,611,ESTERO BAY,LEE_WQ : 611
379,STORET_CHNEPSCB,379,379,STORET_CHNEPSCB : 379
379,USGS_NWIS,02291780,GULF OF MEXICO AT FORT MYERS BEACH FL,USGS_NWIS : 02291780
379,USGS_NWIS,262707081572500,GULF OF MEXICO AT FT MYERS BEACH FL,USGS_NWIS : 262707081572500
379,LEE_WQ,379,SAN CARLOS BAY,LEE_WQ : 379
379,NOAA_CO_OPS,8725366,Matanzas Pass (fixed bridge) Estero Island,NOAA_CO_OPS : 8725366
379,WIN_21FLCHAR,EBV001,Matanzas Pass/San Carlos Is/DEP dock,WIN_21FLCHAR : EBV001
379,WIN_21FLDOH,LEE147,LYNN HALL PARK,WIN_21FLDOH : LEE147
379,WIN_21FLFTM,EBV001,Matanzas Pass/San Carlos Is/DEP dock,WIN_21FLFTM : EBV001
378,STORET_CHNEPSCB,378,378,STORET_CHNEPSCB : 378
378,STORET_21FLFTM,RECON-GOM-FTM,Gulf of Mexico,STORET_21FLFTM : RECON-GOM-FTM
378,LEE_WQ,378,SAN CARLOS BAY,LEE_WQ : 378
378,WIN_21FLDOH,LEE146,BOWDITCH PARK,WIN_21FLDOH : LEE146
377,STORET_CHNEPSCB,377,377,STORET_CHNEPSCB : 377
377,LEE_WQ,377,SAN CARLOS BAY,LEE_WQ : 377
376,STORET_CHNEPSCB,376,376,STORET_CHNEPSCB : 376
376,USGS_NWIS,262748082003001,CHARLOTTE HARBOR VERT PRO BII1,USGS_NWIS : 262748082003001
376,LEE_WQ,376,SAN CARLOS BAY,LEE_WQ : 376
376,WIN_21FLDOH,LEE143,LIGHTHOUSE BEACH,WIN_21FLDOH : LEE143
376,STORET_21FLWQSP,SANIBELBIGHT,Sanibel Bight HBOI-NASA,STORET_21FLWQSP : SANIBELBIGHT
376,WIN_21FLSFWM,16705,ROOK471,WIN_21FLSFWM : 16705
376,WIN_21FLSCCF,NSF7,Estuary NSF Site,WIN_21FLSCCF : NSF7
375,STORET_CHNEPSCB,375,375,STORET_CHNEPSCB : 375
375,LEE_WQ,375,SAN CARLOS BAY,LEE_WQ : 375
375,NOAA_CO_OPS,TEC4207,"Point Ybel, San Carlos Bay entrance",NOAA_CO_OPS : TEC4207
375,WIN_21FLSCCF,SCL01,Light House Point Condo,WIN_21FLSCCF : SCL01
375,STORET_21FLSCCF,SCL01,Stormwater Pond,STORET_21FLSCCF : SCL01
374,STORET_CHNEPSCB,374,374,STORET_CHNEPSCB : 374
374,LEE_WQ,374,SAN CARLOS BAY,LEE_WQ : 374
374,WIN_21FLSCCF,DL09,Dunes Lake 9,WIN_21FLSCCF : DL09
374,WIN_21FLSCCF,DLHS,Horseshoe lake at Dunes Development.,WIN_21FLSCCF : DLHS
374,WIN_21FLSCCF,SCL07,The Dunes Lake 5,WIN_21FLSCCF : SCL07
374,STORET_21FLSCCF,DL09,Dunes Lake 9,STORET_21FLSCCF : DL09
374,STORET_21FLSCCF,DLHS,Horseshoe Lake at Dunes,STORET_21FLSCCF : DLHS
374,STORET_21FLSCCF,SCL07,Dunes Lake 5,STORET_21FLSCCF : SCL07
373,STORET_CHNEPSCB,373,373,STORET_CHNEPSCB : 373
373,STORET_21FLSEAS,62SEAS053,Mouth of Tarpon Bay,STORET_21FLSEAS : 62SEAS053
373,STORET_21FLWQA,62SEAS053,Mouth of Tarpon Bay,STORET_21FLWQA : 62SEAS053
373,STORET_21FLFTM,G3SD0016,Sanibel Dune Lakes,STORET_21FLFTM : G3SD0016
373,LEE_WQ,373,SAN CARLOS BAY,LEE_WQ : 373
373,WIN_21FLFTM,G3SD0016,Sanibel Dune Lakes,WIN_21FLFTM : G3SD0016
373,WIN_21FLSCCF,SCL08,The Dunes GC Lake 4,WIN_21FLSCCF : SCL08
373,WIN_21FLSCCF,SCL09,Lake adjacent and east of Venus Dr.,WIN_21FLSCCF : SCL09
373,WIN_21FLWQA,62SEAS053,Mouth of Tarpon Bay,WIN_21FLWQA : 62SEAS053
373,STORET_21FLSCCF,SCL08,Dunes Lake 4,STORET_21FLSCCF : SCL08
373,STORET_21FLSCCF,SCL09,Venus Lake,STORET_21FLSCCF : SCL09
373,WIN_21FLSCCF,NWR01,Ding Darling NWR Estuary,WIN_21FLSCCF : NWR01
373,WIN_21FLSCCF,NWR14,Tarpon Bay,WIN_21FLSCCF : NWR14
373,WIN_21FLSCCF,NWR16,Tarpon Bay,WIN_21FLSCCF : NWR16
372,STORET_CHNEPSCB,372,372,STORET_CHNEPSCB : 372
372,LEE_WQ,372,SAN CARLOS BAY,LEE_WQ : 372
372,WIN_21FLSCCF,TBDZ,TarponBay,WIN_21FLSCCF : TBDZ
372,WIN_21FLSCCF,NWR02,Ding Darling NWR Estuary,WIN_21FLSCCF : NWR02
371,STORET_CHNEPSCB,371,371,STORET_CHNEPSCB : 371
371,LEE_WQ,371,SAN CARLOS BAY,LEE_WQ : 371
371,WIN_21FLSCCF,SCAL_SPAT08,Pine Island Sound Spat Site,WIN_21FLSCCF : SCAL_SPAT08
371,WIN_21FLSCCF,SCAL_SPAT09,Pine Island Sound Spat Site,WIN_21FLSCCF : SCAL_SPAT09
370,STORET_CHNEPSCB,370,370,STORET_CHNEPSCB : 370
370,LEE_WQ,370,SAN CARLOS BAY,LEE_WQ : 370
370,WIN_21FLSCCF,NWR06,Ding Darling NWR Estuary,WIN_21FLSCCF : NWR06
370,WIN_21FLSCCF,NWR04,Ding Darling NWR Estuary,WIN_21FLSCCF : NWR04
369,STORET_CHNEPPIS,369,369,STORET_CHNEPPIS : 369
369,LEE_WQ,369,PINE ISLAND SOUND,LEE_WQ : 369
369,WIN_21FLSCCF,NWR05,Ding Darling NWR Estuary,WIN_21FLSCCF : NWR05
368,STORET_CHNEPPIS,368,368,STORET_CHNEPPIS : 368
368,LEE_WQ,368,PINE ISLAND SOUND,LEE_WQ : 368
368,WIN_21FLSCCF,SCL61,SCCF West River Preserve Pond,WIN_21FLSCCF : SCL61
368,WIN_21FLSCCF,SCL62,Chateau Sur Mer lake,WIN_21FLSCCF : SCL62
368,WIN_21FLSCCF,SCL63,Southern Tradewinds Lake,WIN_21FLSCCF : SCL63
368,WIN_21FLSCCF,SCL64,Northern Tradewinds,WIN_21FLSCCF : SCL64
368,STORET_21FLSCCF,SCL61,SCL61,STORET_21FLSCCF : SCL61
368,STORET_21FLSCCF,SCL62,Chateau Sur Mer Lake,STORET_21FLSCCF : SCL62
368,STORET_21FLSCCF,SCL63,Tradewinds South Lake,STORET_21FLSCCF : SCL63
368,STORET_21FLSCCF,SCL64,Tradewinds North Lake,STORET_21FLSCCF : SCL64
368,WIN_21FLSCCF,NWR07,Ding Darling NWR Estuary,WIN_21FLSCCF : NWR07
367,STORET_CHNEPPIS,367,367,STORET_CHNEPPIS : 367
367,STORET_21FLSBL,SAN-WQ-2,2092F-Clam_Bayou_Shearwater_Dr-Estuary,STORET_21FLSBL : SAN-WQ-2
367,LEE_WQ,367,PINE ISLAND SOUND,LEE_WQ : 367
367,WIN_21FLDOH,LEE141,BOWMANS BEACH,WIN_21FLDOH : LEE141
367,WIN_21FLSCCF,SCL66,Sanibel Bayous waterbody,WIN_21FLSCCF : SCL66
367,STORET_21FLSCCF,SCL66,Pond,STORET_21FLSCCF : SCL66
367,WIN_21FLSBL,SAN-WQ-2,2092F-Clam_Bayou_Shearwater_Dr-Estuary,WIN_21FLSBL : SAN-WQ-2
367,WIN_21FLFTM,SAN-WQ-2,Clam Bayou Shearwater Estuary,WIN_21FLFTM : SAN-WQ-2
367,WIN_21FLSCCF,E1,GulfDeadZone,WIN_21FLSCCF : E1
617,LEE_WQ,617,ESTERO BAY,LEE_WQ : 617
385,STORET_CHNEPSCB,385,385,STORET_CHNEPSCB : 385
385,WIN_21FLSCCF,DZ4,GulfDeadZone,WIN_21FLSCCF : DZ4
385,WIN_21FLSCCF,B1,GulfDeadZone,WIN_21FLSCCF : B1
384,STORET_CHNEPSCB,384,384,STORET_CHNEPSCB : 384
384,STORET_21FLSBL,SAN-WQ-7,2092F-Donax_Rd_East_Side-River,STORET_21FLSBL : SAN-WQ-7
384,STORET_21FLSBL,SAN-WQ-8,2092F-Beach_Rd_Weir_West_Side-River,STORET_21FLSBL : SAN-WQ-8
384,WIN_21FLSCCF,Devitt01,Devitt Pond SCCF Bailey Homestead Periwinkle Drive,WIN_21FLSCCF : Devitt01
384,WIN_21FLSCCF,SCL02,Pond at Beach Road Villas,WIN_21FLSCCF : SCL02
384,WIN_21FLSCCF,SCL03,Duck pond at Periwinkle Park,WIN_21FLSCCF : SCL03
384,WIN_21FLSCCF,SCL04,RV Park Pond at Periwinkle Park,WIN_21FLSCCF : SCL04
384,WIN_21FLSCCF,SCL05,Sanibel reclaimed water dischrage pond.,WIN_21FLSCCF : SCL05
384,STORET_21FLSCCF,DEVITT01,Devitt Pond,STORET_21FLSCCF : DEVITT01
384,STORET_21FLSCCF,SCL02,Stormwater Pond,STORET_21FLSCCF : SCL02
384,STORET_21FLSCCF,SCL03,Duck Pond,STORET_21FLSCCF : SCL03
384,STORET_21FLSCCF,SCL04,Duck Pond,STORET_21FLSCCF : SCL04
384,STORET_21FLSCCF,SCL05,WWTP Holding Pond,STORET_21FLSCCF : SCL05
384,WIN_21FLSBL,SAN-WQ-7,2092F-Donax_Rd_East_Side-River,WIN_21FLSBL : SAN-WQ-7
384,WIN_21FLSBL,SAN-WQ-8,2092F-Beach_Rd_Weir_West_Side-River,WIN_21FLSBL : SAN-WQ-8
383,STORET_CHNEPSCB,383,383,STORET_CHNEPSCB : 383
383,STORET_21FLSBL,SAN-WQ-6,2092F-Casa_Ybel_Rd_West_Side-River,STORET_21FLSBL : SAN-WQ-6
383,WIN_21FLSCCF,SCL06,Roadside Park Island Water Assoc. Pond,WIN_21FLSCCF : SCL06
383,WIN_21FLSCCF,SCL10,Whisperwood Lake,WIN_21FLSCCF : SCL10
383,WIN_21FLSCCF,SCL11,East Lake Gumbo Limbo,WIN_21FLSCCF : SCL11
383,WIN_21FLSCCF,SCL13,reclaimed Water Pond on Sanibel Island Golf Course,WIN_21FLSCCF : SCL13
383,WIN_21FLSCCF,SCL14,Sanibel Slough at Sanibel Island Golf,WIN_21FLSCCF : SCL14
383,WIN_21FLSCCF,SCL18,Sanibel Lake Estates Lake,WIN_21FLSCCF : SCL18
383,STORET_21FLSCCF,SCL06,Lake,STORET_21FLSCCF : SCL06
383,STORET_21FLSCCF,SCL10,Whisperwood Lake,STORET_21FLSCCF : SCL10
383,STORET_21FLSCCF,SCL11,Gumbo Limbo East,STORET_21FLSCCF : SCL11
383,STORET_21FLSCCF,SCL13,Reclaimed Water Pond,STORET_21FLSCCF : SCL13
383,STORET_21FLSCCF,SCL14,Sanibel Slough,STORET_21FLSCCF : SCL14
383,STORET_21FLSCCF,SCL18,SCL18,STORET_21FLSCCF : SCL18
383,WIN_21FLSBL,SAN-WQ-6,2092F-Casa_Ybel_Rd_West_Side-River,WIN_21FLSBL : SAN-WQ-6
382,STORET_CHNEPSCB,382,382,STORET_CHNEPSCB : 382
382,LEE_WQ,382,SAN CARLOS BAY,LEE_WQ : 382
382,NOAA_CO_OPS,8725362,"Tarpon Bay, Sanibel Island",NOAA_CO_OPS : 8725362
382,WIN_21FLSCCF,SCL12,West Lake Gumbo Limbo,WIN_21FLSCCF : SCL12
382,WIN_21FLSCCF,SCL22,Horse Farm Lake ChurchHill 2029 Periwinkle,WIN_21FLSCCF : SCL22
382,WIN_21FLSCCF,SCL23,Periwinkle Place,WIN_21FLSCCF : SCL23
382,WIN_21FLSCCF,SCL24,Pond south of Sunrise Circle,WIN_21FLSCCF : SCL24
382,WIN_21FLSCCF,SCL25,Periwinkle Pines Lake,WIN_21FLSCCF : SCL25
382,WIN_21FLSCCF,SCL27,City Hall Lake,WIN_21FLSCCF : SCL27
382,WIN_21FLSCCF,SCL28,Sanibel City Park Lake,WIN_21FLSCCF : SCL28
382,WIN_21FLSCCF,SCL31,Lake at Baileys shopping center,WIN_21FLSCCF : SCL31
382,STORET_21FLSCCF,SCL12,Gumbo Limbo West,STORET_21FLSCCF : SCL12
382,STORET_21FLSCCF,SCL22,SCL22,STORET_21FLSCCF : SCL22
382,STORET_21FLSCCF,SCL23,Stormwater Pond,STORET_21FLSCCF : SCL23
382,STORET_21FLSCCF,SCL24,SCL24,STORET_21FLSCCF : SCL24
382,STORET_21FLSCCF,SCL25,Periwinkle Pines Pond,STORET_21FLSCCF : SCL25
382,STORET_21FLSCCF,SCL27,City Hall Lake,STORET_21FLSCCF : SCL27
382,STORET_21FLSCCF,SCL28,Pond,STORET_21FLSCCF : SCL28
382,STORET_21FLSCCF,SCL31,Bailey's Pond,STORET_21FLSCCF : SCL31
381,STORET_CHNEPSCB,381,381,STORET_CHNEPSCB : 381
381,STORET_21FLSBL,SAN-WQ-5,2092F-Tarpon_Bay_Weir_South_Side-River,STORET_21FLSBL : SAN-WQ-5
381,LEE_WQ,381,SAN CARLOS BAY,LEE_WQ : 381
381,WIN_21FLSBL,SAN-WQ-5,2092F-Tarpon_Bay_Weir_South_Side-River,WIN_21FLSBL : SAN-WQ-5
381,WIN_21FLSCCF,NWR03,Ding Darling NWR Estuary,WIN_21FLSCCF : NWR03
380,STORET_CHNEPPIS,380,380,STORET_CHNEPPIS : 380
380,STORET_21FLSBL,SAN-WQ-4,2092F-Rabbit_Rd_East_Side-River,STORET_21FLSBL : SAN-WQ-4
380,LEE_WQ,380,PINE ISLAND SOUND,LEE_WQ : 380
380,WIN_21FLSCCF,SCL50,Pond behnid St. Isabel Catholic Church,WIN_21FLSCCF : SCL50
380,WIN_21FLSCCF,SCL51,Northern Lake at Rabbit Rd bike path,WIN_21FLSCCF : SCL51
380,WIN_21FLSCCF,SCL52,Southern Lake at Rabbit Rd bike path,WIN_21FLSCCF : SCL52
380,WIN_21FLSCCF,SCL54,Eastern Rock Lake,WIN_21FLSCCF : SCL54
380,WIN_21FLSCCF,SCL55,Western East Rocks Lake,WIN_21FLSCCF : SCL55
380,STORET_21FLSCCF,SCL50,St. Isabel Lake,STORET_21FLSCCF : SCL50
380,STORET_21FLSCCF,SCL51,SCL51,STORET_21FLSCCF : SCL51
380,STORET_21FLSCCF,SCL52,SCL52,STORET_21FLSCCF : SCL52
380,STORET_21FLSCCF,SCL54,East Rock East Lake,STORET_21FLSCCF : SCL54
380,STORET_21FLSCCF,SCL55,East Rock West Lake,STORET_21FLSCCF : SCL55
380,WIN_21FLSBL,SAN-WQ-4,2092F-Rabbit_Rd_East_Side-River,WIN_21FLSBL : SAN-WQ-4
518,SWFWMD_HYDRO,25056,ROMP TR 3-3 LEMON BAY,SWFWMD_HYDRO : 25056
518,SWFWMD_HYDRO,25057,ROMP TR 3-3 SURF AQ MONITOR,SWFWMD_HYDRO : 25057
518,SWFWMD_HYDRO,25058,ROMP TR 3-3 U FLDN AQ MONITOR,SWFWMD_HYDRO : 25058
518,SWFWMD_HYDRO,25059,ROMP TR 3-3 U ARCA AQ MONITOR,SWFWMD_HYDRO : 25059
518,SWFWMD_HYDRO,25060,ROMP TR 3-3 U FLDN AQ (SWNN) MONITOR REPL,SWFWMD_HYDRO : 25060
518,SWFWMD_HYDRO,25061,ROMP TR 3-3 AVPK PZ MONITOR,SWFWMD_HYDRO : 25061
518,SWFWMD_HYDRO,25062,ROMP TR 3-3 L ARCA AQ MONITOR,SWFWMD_HYDRO : 25062
518,STORET_21FLSWFD,735510,LOWER LEMON BAY CCHMN-518,STORET_21FLSWFD : 735510
518,WIN_21FLCHAR,LBOYS1,"Oyster Cr at 2424 Placida Rd., Englewood",WIN_21FLCHAR : LBOYS1
518,WIN_21FLFTM,G2SD0036,Oyster Creek CM,WIN_21FLFTM : G2SD0036
518,WIN_21FLGW,514,ROMP TR 3-3 L INT,WIN_21FLGW : 514
518,WIN_21FLGW,515,ROMP TR 3-3 U HAWTH,WIN_21FLGW : 515
518,WIN_21FLGW,516,ROMP TR 3-3 SURF,WIN_21FLGW : 516
517,WIN_21FLCHAR,LBANG1,Ainger Cr off  776 at Marina Isles condo,WIN_21FLCHAR : LBANG1
517,WIN_21FLSWFD,735149,LOWER LEMON BAY CCHMN-517,WIN_21FLSWFD : 735149
516,STORET_21FLSEAS,56SEAS215,Sandpiper Key Condos,STORET_21FLSEAS : 56SEAS215
516,NOAA_CO_OPS,8725747,"Englewood, Lemon Bay",NOAA_CO_OPS : 8725747
516,WIN_21FLDOH,CHARLOTTE40,ENGLEWOOD MID BEACH,WIN_21FLDOH : CHARLOTTE40
516,WIN_21FLSWFD,735512,LOWER LEMON BAY CCHMN-516,WIN_21FLSWFD : 735512
521,STORET_21FLSWFD,735509,LOWER LEMON BAY CCHMN-521,STORET_21FLSWFD : 735509
521,WIN_21FLSWFD,735509,LOWER LEMON BAY CCHMN-521,WIN_21FLSWFD : 735509
520,STORET_21FLSEAS,56SEAS129,ICWW 19A,STORET_21FLSEAS : 56SEAS129
520,STORET_21FLSEAS,56SEAS190,NE tip of Whidden Key,STORET_21FLSEAS : 56SEAS190
520,WIN_21FLSWFD,735147,LOWER LEMON BAY CCHMN-520,WIN_21FLSWFD : 735147
519,STORET_21FLSEAS,56SEAS127,"North end of ""Ski Alley""",STORET_21FLSEAS : 56SEAS127
519,SARASOTAES_WQ,SPN21,Gulf of Mexico Stump Pass North,SARASOTAES_WQ : SPN21
519,STORET_21FLSWFD,735148,LOWER LEMON BAY CCHMN-519,STORET_21FLSWFD : 735148
519,WIN_21FLCHAR,LBV005,Ski Alley at Weston's Resort,WIN_21FLCHAR : LBV005
519,WIN_21FLDOH,CHARLOTTE41,ENGLEWOOD SOUTH,WIN_21FLDOH : CHARLOTTE41
519,WIN_21FLSWFD,735148,LOWER LEMON BAY CCHMN-519,WIN_21FLSWFD : 735148
519,SARASOTA_COASTALCREEK_WQ,GOM-20,Gulf Of Mexico,SARASOTA_COASTALCREEK_WQ : GOM-20
524,WIN_21FLCHAR,LBV006,Buck Cr at SR775,WIN_21FLCHAR : LBV006
524,WIN_21FLFTM,G2SD0035,Buck Creek CM,WIN_21FLFTM : G2SD0035
524,WIN_21FLSWFD,735508,LOWER LEMON BAY CCHMN-524,WIN_21FLSWFD : 735508
523,STORET_21FLSWFD,735146,LOWER LEMON BAY CCHMN-523,STORET_21FLSWFD : 735146
523,STORET_21FLSWFD,735507,LOWER LEMON BAY CCHMN-525,STORET_21FLSWFD : 735507
523,WIN_21FLSWFD,735146,LOWER LEMON BAY CCHMN-523,WIN_21FLSWFD : 735146
522,STORET_21FLSEAS,56SEAS180,Stump Pass,STORET_21FLSEAS : 56SEAS180
522,SARASOTAES_WQ,SPC22,Gulf of Mexico Stump Pass Center,SARASOTAES_WQ : SPC22
522,STORET_21FLSWFD,735145,LOWER LEMON BAY CCHMN-522,STORET_21FLSWFD : 735145
522,SARASOTA_COASTALCREEK_WQ,GOM-21,Gulf Of Mexico,SARASOTA_COASTALCREEK_WQ : GOM-21
522,WIN_21FLSWFD,735145,LOWER LEMON BAY CCHMN-522,WIN_21FLSWFD : 735145
526,LAKEWATCH_V,WF-1-Charlotte,WF-1,LAKEWATCH_V : WF-1-Charlotte
526,LAKEWATCH_V,WF-2-Charlotte,WF-2,LAKEWATCH_V : WF-2-Charlotte
526,LAKEWATCH_V,WF-3-Charlotte,WF-3,LAKEWATCH_V : WF-3-Charlotte
526,LAKEWATCH_V,WF-4-Charlotte,WF-4,LAKEWATCH_V : WF-4-Charlotte
526,LAKEWATCH_V,WF-5-Charlotte,WF-5,LAKEWATCH_V : WF-5-Charlotte
526,LAKEWATCH_V,WF-6-Charlotte,WF-6,LAKEWATCH_V : WF-6-Charlotte
526,LAKEWATCH_V,LC-1-Charlotte,LC-1,LAKEWATCH_V : LC-1-Charlotte
526,LAKEWATCH_V,LC-2-Charlotte,LC-2,LAKEWATCH_V : LC-2-Charlotte
526,LAKEWATCH_V,LC-3-Charlotte,LC-3,LAKEWATCH_V : LC-3-Charlotte
526,STORET_21FLSEAS,56SEAS241,Island Harbor Marina,STORET_21FLSEAS : 56SEAS241
526,STORET_21FLSWFD,735144,LOWER LEMON BAY CCHMN-526,STORET_21FLSWFD : 735144
526,STORET_21FLSWFD,735505,LOWER LEMON BAY CCHMN-529,STORET_21FLSWFD : 735505
526,WIN_21FLSWFD,735144,LOWER LEMON BAY CCHMN-526,WIN_21FLSWFD : 735144
526,WIN_21FLWQA,BLOOM107,Palm Island Ferry Landing,WIN_21FLWQA : BLOOM107
525,STORET_21FLSEAS,56SEAS170,Canal SW of ICWW 9,STORET_21FLSEAS : 56SEAS170
525,STORET_21FLSEAS,56SEAS171,Mouth of Knight Pass,STORET_21FLSEAS : 56SEAS171
525,STORET_21FLSWFD,735143,LOWER LEMON BAY CCHMN-527,STORET_21FLSWFD : 735143
525,WIN_21FLDOH,CHARLOTTE42,PALM ISLAND NORTH,WIN_21FLDOH : CHARLOTTE42
525,WIN_21FLSWFD,735507,LOWER LEMON BAY CCHMN-525,WIN_21FLSWFD : 735507
528,STORET_21FLSEAS,56SEAS290,ICWW 5,STORET_21FLSEAS : 56SEAS290
528,STORET_21FLCHAR,LBV007,Lemon Bay at State Park Dock,STORET_21FLCHAR : LBV007
528,STORET_21FLSWFD,735138,LOWER LEMON BAY CCHMN-531,STORET_21FLSWFD : 735138
528,STORET_21FLSWFD,735141,LOWER LEMON BAY CCHMN-530,STORET_21FLSWFD : 735141
528,STORET_21FLSWFD,735142,LOWER LEMON BAY CCHMN-528,STORET_21FLSWFD : 735142
528,NOAA_CO_OPS,8725685,"Don Pedro Island State Park, Cutoff (south)",NOAA_CO_OPS : 8725685
528,WIN_21FLCHAR,LBV007,Lemon Bay at State Park Dock,WIN_21FLCHAR : LBV007
528,WIN_21FLDOH,CHARLOTTE43,PALM ISLAND SOUTH,WIN_21FLDOH : CHARLOTTE43
528,WIN_21FLSWFD,735142,LOWER LEMON BAY CCHMN-528,WIN_21FLSWFD : 735142
530,STORET_21FLFTM,CHARHB0085FTM,Gulf of Mexico (Charlotte Harbor) North,STORET_21FLFTM : CHARHB0085FTM
474,STORET_CHNEPTCR,474,474,STORET_CHNEPTCR : 474
474,LEE_RAINFALL,OLGA,Olga Water Plant,LEE_RAINFALL : OLGA
474,STORET_21FLFTM,28020277FTM,Caloosahatchee River east of Olga WTP,STORET_21FLFTM : 28020277FTM
474,STORET_21FLFTM,CAL01,CALOOSAHATCHEE AT HICKEY CR MOUTH,STORET_21FLFTM : CAL01
474,STORET_21FLFTM,CALUSA0003FTM,HICKEY CREEK @ INTRACOASTAL,STORET_21FLFTM : CALUSA0003FTM
474,STORET_21FLGW,29397,SF3-LR-2007 CALOOSAHATCHEE RIVER,STORET_21FLGW : 29397
474,STORET_21FLFTM,28020283FTM,Caloosolga,STORET_21FLFTM : 28020283FTM
474,STORET_21FLSFWM,CR-39.6T,HICKEY'S CREEK AT S.R.78 NEAR TICE,STORET_21FLSFWM : CR-39.6T
474,STORET_21FLSFWM,CR-40.3,"C-43,0.7 MILES EAST OF FRANKLIN LOCK(S79),ADJACENT TO LEE CN",STORET_21FLSFWM : CR-40.3
474,STORET_21FLSFWM,CRFW19,Fichters Creek at SR 78,STORET_21FLSFWM : CRFW19
474,LEE_HYACINTH_WQ,R2,R2,LEE_HYACINTH_WQ : R2
474,LEE_WQ,FICHTERSGR,Fichters Creek @ SR 78,LEE_WQ : FICHTERSGR
474,USGS_NWIS,264308081405402,L  -2530,USGS_NWIS : 264308081405402
474,USGS_NWIS,264308081410001,L  -1907,USGS_NWIS : 264308081410001
474,USGS_NWIS,264309081405201,L  -3225,USGS_NWIS : 264309081405201
474,USGS_NWIS,264309081405701,L  -3224,USGS_NWIS : 264309081405701
473,STORET_CHNEPTCR,473,473,STORET_CHNEPTCR : 473
473,STORET_21FLGW,39520,Z5-SS-4008R TELEGRAPH CREEK,STORET_21FLGW : 39520
473,STORET_21FLFTM,28022004FTM,FRANKLIN LOCKS-A,STORET_21FLFTM : 28022004FTM
473,STORET_21FLGW,29396,SF3-LR-2026 CALOOSAHATCHEE RIVER,STORET_21FLGW : 29396
473,STORET_21FLGW,3568,CALOOSAHATCHEE RIVER AT S.R. 79 NEAR OLGA,STORET_21FLGW : 3568
473,STORET_21FLGW,42164,Z5-LR-6009 CALOOSAHATCHEE RIVER,STORET_21FLGW : 42164
473,STORET_21FLGW,45791,Z5-SS-8024 TELEGRAPH CREEK,STORET_21FLGW : 45791
473,STORET_21FLFTM,28020019,CALOOSAHATCHEE R FRANKLIN LOCK L,STORET_21FLFTM : 28020019
473,STORET_21FLSFWM,CES01,CALOOSAHATCHEE WATER QUALITY MONITORING STATION,STORET_21FLSFWM : CES01
473,LEE_WQ,473,TIDAL CALOOSAHATCHEE,LEE_WQ : 473
473,LEE_HYACINTH_WQ,R1,R1,LEE_HYACINTH_WQ : R1
473,WIN_21FLGW,3568,CALOOSAHATCHEE RIVER,WIN_21FLGW : 3568
473,WIN_21FLSFWM,18245,S79,WIN_21FLSFWM : 18245
473,WIN_21FLWQA,BLOOM201,Franklin Locks Upstream,WIN_21FLWQA : BLOOM201
473,WIN_21FLWQA,BLOOM212,Franklin Locks Upstream,WIN_21FLWQA : BLOOM212
473,WIN_21FLWQA,BLOOM216,Franklin Locks Upstream,WIN_21FLWQA : BLOOM216
473,WIN_21FLWQA,BLOOM170,Franklin Locks Upstream,WIN_21FLWQA : BLOOM170
473,WIN_21FLWQA,BLOOM193,Franklin Locks,WIN_21FLWQA : BLOOM193
473,WIN_21FLWQA,BLOOM203,Franklin Locks,WIN_21FLWQA : BLOOM203
472,STORET_CHNEPTCR,472,472,STORET_CHNEPTCR : 472
472,STORET_21FLFTM,CALUSA0024FTM,Telegraph Creek Sonde @ USGS Sonde Station,STORET_21FLFTM : CALUSA0024FTM
